Id,SalePrice
1650,117682.0
1651,123558.0
1652,98944.0
1653,102991.0
1654,146283.0
1655,143548.0
1656,144367.0
1657,150649.0
1658,145437.0
1659,127233.0
1660,154818.0
1661,452519.0
1662,398836.0
1663,373180.0
1664,487263.0
1665,303780.0
1666,319007.0
1667,377420.0
1668,327496.0
1669,298392.0
1670,333441.0
1671,255818.0
1672,440442.0
1673,295935.0
1674,242605.0
1675,188183.0
1676,192427.0
1677,219471.0
1678,474259.0
1679,387124.0
1680,329054.0
1681,243863.0
1682,305196.0
1683,176018.0
1684,170846.0
1685,168638.0
1686,168903.0
1687,166445.0
1688,184315.0
1689,191444.0
1690,191319.0
1691,178720.0
1692,263533.0
1693,168556.0
1694,178988.0
1695,166174.0
1696,271247.0
1697,170134.0
1698,345814.0
1699,310817.0
1700,251810.0
1701,268072.0
1702,248289.0
1703,248677.0
1704,281224.0
1705,226986.0
1706,440781.0
1707,209514.0
1708,205098.0
1709,268540.0
1710,218949.0
1711,268966.0
1712,252439.0
1713,275314.0
1714,226667.0
1715,205668.0
1716,181828.0
1717,170348.0
1718,134802.0
1719,202743.0
1720,240816.0
1721,165054.0
1722,131037.0
1723,158932.0
1724,204441.0
1725,233779.0
1726,179189.0
1727,155348.0
1728,175827.0
1729,166705.0
1730,164136.0
1731,123905.0
1732,131006.0
1733,115587.0
1734,128073.0
1735,125870.0
1736,115581.0
1737,309807.0
1738,236898.0
1739,258601.0
1740,217593.0
1741,191042.0
1742,173749.0
1743,173841.0
1744,326860.0
1745,215963.0
1746,187930.0
1747,215776.0
1748,227017.0
1749,149204.0
1750,132847.0
1751,234152.0
1752,120992.0
1753,147239.0
1754,196714.0
1755,169065.0
1756,130944.0
1757,120370.0
1758,144145.0
1759,162003.0
1760,164736.0
1761,145025.0
1762,178140.0
1763,171484.0
1764,118865.0
1765,166656.0
1766,178258.0
1767,221588.0
1768,144736.0
1769,172494.0
1770,148252.0
1771,127077.0
1772,132562.0
1773,129289.0
1774,137351.0
1775,138263.0
1776,123460.0
1777,112697.0
1778,140647.0
1779,124923.0
1780,173926.0
1781,129419.0
1782,89268.0
1783,142288.0
1784,110496.0
1785,123997.0
1786,135112.0
1787,163030.0
1788,59261.0
1789,95246.0
1790,82092.0
1791,178678.0
1792,161387.0
1793,133243.0
1794,151924.0
1795,136032.0
1796,126471.0
1797,117561.0
1798,121015.0
1799,112768.0
1800,128044.0
1801,131836.0
1802,132393.0
1803,146048.0
1804,136576.0
1805,134227.0
1806,124183.0
1807,133435.0
1808,124853.0
1809,128250.0
1810,144595.0
1811,102540.0
1812,96886.0
1813,126146.0
1814,95668.0
1815,57985.0
1816,101553.0
1817,108857.0
1818,147499.0
1819,123542.0
1820,58680.0
1821,110254.0
1822,150077.0
1823,51804.0
1824,124924.0
1825,138819.0
1826,102363.0
1827,103003.0
1828,134828.0
1829,116712.0
1830,145665.0
1831,151300.0
1832,84361.0
1833,140388.0
1834,119308.0
1835,138361.0
1836,125825.0
1837,92373.0
1838,125354.0
1839,97804.0
1840,164082.0
1841,142750.0
1842,87836.0
1843,134645.0
1844,137020.0
1845,140121.0
1846,158719.0
1847,157614.0
1848,57260.0
1849,110051.0
1850,119407.0
1851,151700.0
1852,125717.0
1853,132658.0
1854,171274.0
1855,151858.0
1856,223097.0
1857,145269.0
1858,143400.0
1859,119801.0
1860,148958.0
1861,119785.0
1862,308597.0
1863,294725.0
1864,294761.0
1865,340806.0
1866,329883.0
1867,228804.0
1868,290185.0
1869,201607.0
1870,230223.0
1871,248984.0
1872,168627.0
1873,241339.0
1874,144447.0
1875,199680.0
1876,196103.0
1877,207544.0
1878,206680.0
1879,130178.0
1880,135081.0
1881,245199.0
1882,249362.0
1883,186940.0
1884,207296.0
1885,240845.0
1886,287764.0
1887,205724.0
1888,264862.0
1889,163844.0
1890,121708.0
1891,135022.0
1892,100224.0
1893,133868.0
1894,134417.0
1895,136850.0
1896,126842.0
1897,113880.0
1898,114612.0
1899,147304.0
1900,148519.0
1901,168698.0
1902,150065.0
1903,217600.0
1904,142139.0
1905,192489.0
1906,158490.0
1907,200367.0
1908,112881.0
1909,131018.0
1910,119793.0
1911,214642.0
1912,319388.0
1913,138052.0
1914,61659.0
1915,309280.0
1916,70400.0
1917,251657.0
1918,139873.0
1919,167088.0
1920,157194.0
1921,393813.0
1922,314806.0
1923,217670.0
1924,235916.0
1925,198772.0
1926,389361.0
1927,133195.0
1928,158286.0
1929,128321.0
1930,134612.0
1931,141287.0
1932,139308.0
1933,177028.0
1934,178365.0
1935,170691.0
1936,190938.0
1937,179672.0
1938,170848.0
1939,239187.0
1940,186742.0
1941,170344.0
1942,181265.0
1943,207586.0
1944,358431.0
1945,389599.0
1946,137702.0
1947,311080.0
1948,175585.0
1949,248919.0
1950,186108.0
1951,238396.0
1952,210473.0
1953,169382.0
1954,185904.0
1955,134974.0
1956,310321.0
1957,157071.0
1958,305834.0
1959,141503.0
1960,114385.0
1961,124998.0
1962,96769.0
1963,105208.0
1964,111101.0
1965,142893.0
1966,141970.0
1967,287846.0
1968,411805.0
1969,391213.0
1970,429136.0
1971,473332.0
1972,375716.0
1973,261029.0
1974,329389.0
1975,498786.0
1976,266640.0
1977,350624.0
1978,354644.0
1979,323195.0
1980,203196.0
1981,343106.0
1982,219067.0
1983,201558.0
1984,167387.0
1985,225392.0
1986,216065.0
1987,177653.0
1988,172310.0
1989,190459.0
1990,212096.0
1991,228535.0
1992,214142.0
1993,166886.0
1994,235923.0
1995,184334.0
1996,250283.0
1997,305385.0
1998,318091.0
1999,264584.0
2000,308744.0
2001,275575.0
2002,248604.0
2003,259342.0
2004,281127.0
2005,217976.0
2006,222315.0
2007,248848.0
2008,219830.0
2009,196051.0
2010,189637.0
2011,143857.0
2012,170617.0
2013,178940.0
2014,183143.0
2015,199522.0
2016,191382.0
2017,197149.0
2018,124665.0
2019,135385.0
2020,105457.0
2021,104182.0
2022,182230.0
2023,144755.0
2024,249335.0
2025,346639.0
2026,177053.0
2027,160457.0
2028,150766.0
2029,172026.0
2030,269121.0
2031,234308.0
2032,246581.0
2033,257562.0
2034,169338.0
2035,220565.0
2036,194952.0
2037,202511.0
2038,310177.0
2039,222257.0
2040,304798.0
2041,294258.0
2042,204410.0
2043,171343.0
2044,170740.0
2045,209911.0
2046,143705.0
2047,143542.0
2048,141374.0
2049,137492.0
2050,174376.0
2051,107753.0
2052,129702.0
2053,147129.0
2054,90974.0
2055,155818.0
2056,140281.0
2057,115955.0
2058,216281.0
2059,134635.0
2060,169844.0
2061,172076.0
2062,131257.0
2063,118590.0
2064,141496.0
2065,118337.0
2066,158842.0
2067,115347.0
2068,140622.0
2069,89240.0
2070,115437.0
2071,93298.0
2072,135710.0
2073,135388.0
2074,185167.0
2075,147348.0
2076,119699.0
2077,155039.0
2078,128882.0
2079,133016.0
2080,120152.0
2081,124225.0
2082,127998.0
2083,144658.0
2084,111812.0
2085,121476.0
2086,120238.0
2087,122897.0
2088,95886.0
2089,81210.0
2090,124464.0
2091,115488.0
2092,126965.0
2093,116326.0
2094,110126.0
2095,149566.0
2096,82575.0
2097,95898.0
2098,146575.0
2099,57584.0
2100,81909.0
2101,115673.0
2102,125154.0
2103,105349.0
2104,131687.0
2105,126117.0
2106,63486.0
2107,202769.0
2108,119130.0
2109,115258.0
2110,131188.0
2111,139563.0
2112,140569.0
2113,121204.0
2114,117809.0
2115,158574.0
2116,113563.0
2117,150101.0
2118,124614.0
2119,114390.0
2120,107483.0
2121,93633.0
2122,114698.0
2123,88990.0
2124,157004.0
2125,126883.0
2126,146184.0
2127,153975.0
2128,121161.0
2129,94949.0
2130,143639.0
2131,139405.0
2132,116374.0
2133,122336.0
2134,124822.0
2135,96028.0
2136,77191.0
2137,115068.0
2138,135463.0
2139,150978.0
2140,140802.0
2141,151761.0
2142,129549.0
2143,147963.0
2144,118240.0
2145,138383.0
2146,169760.0
2147,139604.0
2148,136076.0
2149,143634.0
2150,233800.0
2151,117679.0
2152,174903.0
2153,167916.0
2154,106462.0
2155,138751.0
2156,259098.0
2157,231521.0
2158,235006.0
2159,203915.0
2160,171010.0
2161,236774.0
2162,395843.0
2163,351591.0
2164,242782.0
2165,201827.0
2166,152514.0
2167,216298.0
2168,199195.0
2169,196650.0
2170,218975.0
2171,156027.0
2172,135261.0
2173,163130.0
2174,225689.0
2175,292260.0
2176,311887.0
2177,238635.0
2178,209005.0
2179,139262.0
2180,218068.0
2181,191375.0
2182,222507.0
2183,188928.0
2184,125305.0
2185,126803.0
2186,150894.0
2187,149232.0
2188,152756.0
2189,229632.0
2190,86049.0
2191,82374.0
2192,91727.0
2193,107764.0
2194,110686.0
2195,114305.0
2196,101020.0
2197,116362.0
2198,159329.0
2199,181648.0
2200,148042.0
2201,137764.0
2202,208565.0
2203,137801.0
2204,177334.0
2205,120811.0
2206,142805.0
2207,215175.0
2208,258914.0
2209,230099.0
2210,118779.0
2211,117188.0
2212,120821.0
2213,102278.0
2214,133925.0
2215,99243.0
2216,146618.0
2217,71003.0
2218,83086.0
2219,74823.0
2220,71084.0
2221,312199.0
2222,269524.0
2223,286518.0
2224,210369.0
2225,132463.0
2226,186496.0
2227,196041.0
2228,265768.0
2229,246337.0
2230,156018.0
2231,209766.0
2232,184747.0
2233,169524.0
2234,235339.0
2235,212868.0
2236,256294.0
2237,318769.0
2238,199756.0
2239,111914.0
2240,159218.0
2241,153849.0
2242,124394.0
2243,124708.0
2244,100687.0
2245,98390.0
2246,140993.0
2247,112983.0
2248,126018.0
2249,121545.0
2250,132594.0
2251,101895.0
2252,175538.0
2253,155360.0
2254,177583.0
2255,186264.0
2256,176834.0
2257,206614.0
2258,161333.0
2259,175833.0
2260,159185.0
2261,185265.0
2262,202264.0
2263,373426.0
2264,456059.0
2265,168380.0
2266,298720.0
2267,369628.0
2268,395868.0
2269,154411.0
2270,191123.0
2271,220472.0
2272,194016.0
2273,163500.0
2274,183446.0
2275,166010.0
2276,190585.0
2277,179881.0
2278,147647.0
2279,129058.0
2280,118599.0
2281,165711.0
2282,180463.0
2283,106145.0
2284,110981.0
2285,144260.0
2286,126792.0
2287,355939.0
2288,268267.0
2289,369071.0
2290,466318.0
2291,320123.0
2292,449708.0
2293,467226.0
2294,408442.0
2295,474242.0
2296,289318.0
2297,329330.0
2298,340161.0
2299,358254.0
2300,336965.0
2301,297707.0
2302,246353.0
2303,238121.0
2304,243925.0
2305,186738.0
2306,186364.0
2307,194888.0
2308,221468.0
2309,288190.0
2310,205130.0
2311,194422.0
2312,175557.0
2313,170767.0
2314,169337.0
2315,173861.0
2316,191646.0
2317,184734.0
2318,175488.0
2319,178313.0
2320,183530.0
2321,239883.0
2322,172668.0
2323,188831.0
2324,173135.0
2325,211816.0
2326,169481.0
2327,205270.0
2328,226558.0
2329,188059.0
2330,180600.0
2331,337504.0
2332,396927.0
2333,316804.0
2334,258754.0
2335,277674.0
2336,311270.0
2337,201108.0
2338,272135.0
2339,226273.0
2340,398852.0
2341,223939.0
2342,234388.0
2343,226835.0
2344,229903.0
2345,236306.0
2346,208137.0
2347,199318.0
2348,236365.0
2349,173631.0
2350,305782.0
2351,261114.0
2352,255568.0
2353,245275.0
2354,138369.0
2355,141944.0
2356,153338.0
2357,190766.0
2358,195915.0
2359,131996.0
2360,117858.0
2361,145359.0
2362,279629.0
2363,140856.0
2364,156860.0
2365,214129.0
2366,191831.0
2367,226525.0
2368,211735.0
2369,220183.0
2370,170553.0
2371,166756.0
2372,191864.0
2373,282048.0
2374,319058.0
2375,250640.0
2376,278691.0
2377,334203.0
2378,145652.0
2379,200962.0
2380,144313.0
2381,169799.0
2382,201308.0
2383,210319.0
2384,250733.0
2385,159411.0
2386,135124.0
2387,135074.0
2388,99175.0
2389,120686.0
2390,148883.0
2391,139299.0
2392,116135.0
2393,166681.0
2394,145618.0
2395,211538.0
2396,146890.0
2397,212635.0
2398,128883.0
2399,61966.0
2400,60525.0
2401,122292.0
2402,141871.0
2403,141135.0
2404,150310.0
2405,162422.0
2406,140942.0
2407,129291.0
2408,138341.0
2409,122677.0
2410,161447.0
2411,118769.0
2412,154680.0
2413,133322.0
2414,152833.0
2415,132217.0
2416,127893.0
2417,136509.0
2418,133833.0
2419,127766.0
2420,121960.0
2421,149158.0
2422,114384.0
2423,126369.0
2424,150957.0
2425,207693.0
2426,134480.0
2427,139312.0
2428,171505.0
2429,118233.0
2430,133836.0
2431,107910.0
2432,142764.0
2433,143594.0
2434,140482.0
2435,148693.0
2436,109102.0
2437,112078.0
2438,125848.0
2439,101752.0
2440,121371.0
2441,93916.0
2442,97839.0
2443,124394.0
2444,129691.0
2445,88624.0
2446,141042.0
2447,184922.0
2448,133442.0
2449,108669.0
2450,149719.0
2451,121581.0
2452,202793.0
2453,95099.0
2454,126319.0
2455,115225.0
2456,135546.0
2457,129965.0
2458,124527.0
2459,111937.0
2460,138453.0
2461,124695.0
2462,134165.0
2463,121210.0
2464,183660.0
2465,140105.0
2466,116797.0
2467,132204.0
2468,86428.0
2469,74800.0
2470,186561.0
2471,205981.0
2472,162913.0
2473,121805.0
2474,85627.0
2475,224340.0
2476,115327.0
2477,128092.0
2478,155513.0
2479,108996.0
2480,157822.0
2481,126290.0
2482,130255.0
2483,115011.0
2484,126409.0
2485,127582.0
2486,157707.0
2487,171036.0
2488,164024.0
2489,148595.0
2490,147976.0
2491,94429.0
2492,184288.0
2493,145940.0
2494,148922.0
2495,89570.0
2496,220800.0
2497,149962.0
2498,112357.0
2499,90982.0
2500,133935.0
2501,138175.0
2502,143519.0
2503,94347.0
2504,186500.0
2505,220297.0
2506,250126.0
2507,282546.0
2508,251476.0
2509,215173.0
2510,218626.0
2511,176031.0
2512,210332.0
2513,218623.0
2514,256189.0
2515,151309.0
2516,171281.0
2517,143028.0
2518,153208.0
2519,228396.0
2520,213007.0
2521,185779.0
2522,222791.0
2523,121836.0
2524,137414.0
2525,146290.0
2526,137494.0
2527,116407.0
2528,129257.0
2529,134722.0
2530,123436.0
2531,247429.0
2532,227706.0
2533,194689.0
2534,228693.0
2535,298694.0
2536,231842.0
2537,238723.0
2538,178687.0
2539,183161.0
2540,175112.0
2541,179435.0
2542,162970.0
2543,123148.0
2544,126712.0
2545,133116.0
2546,127522.0
2547,136686.0
2548,157982.0
2549,161438.0
2550,625882.0
2551,140693.0
2552,130226.0
2553,79210.0
2554,104242.0
2555,118745.0
2556,99158.0
2557,110932.0
2558,172909.0
2559,136964.0
2560,145047.0
2561,145048.0
2562,134559.0
2563,152673.0
2564,196546.0
2565,145876.0
2566,151385.0
2567,133343.0
2568,191947.0
2569,212540.0
2570,117297.0
2571,182938.0
2572,152453.0
2573,219898.0
2574,281941.0
2575,129897.0
2576,124052.0
2577,147474.0
2578,90445.0
2579,66084.0
2580,115358.0
2581,114357.0
2582,111627.0
2583,272447.0
2584,170298.0
2585,183640.0
2586,209469.0
2587,197213.0
2588,145382.0
2589,146531.0
2590,205639.0
2591,205163.0
2592,211380.0
2593,251386.0
2594,174683.0
2595,197359.0
2596,292238.0
2597,181606.0
2598,281748.0
2599,325023.0
2600,143897.0
2601,152024.0
2602,82322.0
2603,92338.0
2604,89711.0
2605,78693.0
2606,144794.0
2607,201627.0
2608,197121.0
2609,160406.0
2610,107873.0
2611,123720.0
2612,154831.0
2613,133671.0
2614,129304.0
2615,159202.0
2616,145289.0
2617,179465.0
2618,206556.0
2619,200100.0
2620,187957.0
2621,175880.0
2622,183636.0
2623,240716.0
2624,295218.0
2625,284846.0
2626,169246.0
2627,166167.0
2628,474640.0
2629,486300.0
2630,363802.0
2631,474422.0
2632,416549.0
2633,306706.0
2634,407360.0
2635,158949.0
2636,178653.0
2637,175351.0
2638,259557.0
2639,181554.0
2640,154050.0
2641,104851.0
2642,185993.0
2643,105449.0
2644,120786.0
2645,108522.0
2646,96313.0
2647,103264.0
2648,144638.0
2649,145611.0
2650,141635.0
2651,141937.0
2652,401433.0
2653,253397.0
2654,243222.0
2655,396041.0
2656,312852.0
2657,336092.0
2658,297523.0
2659,303762.0
2660,345233.0
2661,348041.0
2662,372159.0
2663,283287.0
2664,274379.0
2665,325196.0
2666,279937.0
2667,165198.0
2668,176441.0
2669,177797.0
2670,272664.0
2671,180336.0
2672,190388.0
2673,206588.0
2674,200181.0
2675,169207.0
2676,187168.0
2677,195923.0
2678,254562.0
2679,269840.0
2680,286608.0
2681,400039.0
2682,319945.0
2683,505312.0
2684,310824.0
2685,326150.0
2686,256696.0
2687,318607.0
2688,212408.0
2689,203032.0
2690,436336.0
2691,187819.0
2692,133738.0
2693,194505.0
2694,139429.0
2695,190894.0
2696,182413.0
2697,190231.0
2698,193519.0
2699,175174.0
2700,159779.0
2701,151731.0
2702,114179.0
2703,129195.0
2704,141687.0
2705,119856.0
2706,114219.0
2707,123750.0
2708,137011.0
2709,102849.0
2710,129112.0
2711,277870.0
2712,387049.0
2713,171809.0
2714,149111.0
2715,172548.0
2716,144632.0
2717,189367.0
2718,224535.0
2719,159752.0
2720,171383.0
2721,135742.0
2722,157337.0
2723,140345.0
2724,128851.0
2725,133311.0
2726,146966.0
2727,180720.0
2728,173076.0
2729,149443.0
2730,149083.0
2731,128837.0
2732,129988.0
2733,162590.0
2734,150286.0
2735,138348.0
2736,145049.0
2737,125332.0
2738,133662.0
2739,161334.0
2740,134997.0
2741,144923.0
2742,150261.0
2743,153489.0
2744,158914.0
2745,141366.0
2746,141655.0
2747,143523.0
2748,122943.0
2749,134489.0
2750,137463.0
2751,139146.0
2752,196563.0
2753,147248.0
2754,226751.0
2755,132039.0
2756,94828.0
2757,68320.0
2758,88395.0
2759,164991.0
2760,128337.0
2761,146617.0
2762,146737.0
2763,178470.0
2764,151595.0
2765,282951.0
2766,134405.0
2767,89959.0
2768,134394.0
2769,131045.0
2770,139278.0
2771,111335.0
2772,115865.0
2773,168959.0
2774,147017.0
2775,114671.0
2776,139335.0
2777,145208.0
2778,113107.0
2779,120791.0
2780,98438.0
2781,97582.0
2782,99377.0
2783,96551.0
2784,122594.0
2785,138038.0
2786,64375.0
2787,124693.0
2788,76915.0
2789,174405.0
2790,99421.0
2791,115724.0
2792,61532.0
2793,166477.0
2794,92447.0
2795,119439.0
2796,100249.0
2797,204416.0
2798,114278.0
2799,118066.0
2800,69233.0
2801,107275.0
2802,133122.0
2803,159863.0
2804,133391.0
2805,100682.0
2806,84098.0
2807,162861.0
2808,149868.0
2809,136072.0
2810,132543.0
2811,161384.0
2812,157126.0
2813,146942.0
2814,148122.0
2815,99361.0
2816,240360.0
2817,155827.0
2818,135467.0
2819,167823.0
2820,135877.0
2821,105207.0
2822,196198.0
2823,337180.0
2824,184459.0
2825,150353.0
2826,134143.0
2827,135207.0
2828,220163.0
2829,215430.0
2830,230462.0
2831,175906.0
2832,239333.0
2833,304178.0
2834,216144.0
2835,216785.0
2836,190705.0
2837,156725.0
2838,151247.0
2839,175518.0
2840,203460.0
2841,204213.0
2842,224905.0
2843,147230.0
2844,165785.0
2845,126767.0
2846,211691.0
2847,204577.0
2848,214258.0
2849,199526.0
2850,281514.0
2851,217552.0
2852,236137.0
2853,234362.0
2854,138775.0
2855,199186.0
2856,198425.0
2857,184048.0
2858,196031.0
2859,120249.0
2860,128474.0
2861,129513.0
2862,191442.0
2863,123262.0
2864,248248.0
2865,138427.0
2866,141603.0
2867,97529.0
2868,100446.0
2869,105957.0
2870,128000.0
2871,86699.0
2872,56218.0
2873,97044.0
2874,142553.0
2875,112750.0
2876,164015.0
2877,144243.0
2878,167167.0
2879,137768.0
2880,99644.0
2881,144886.0
2882,167241.0
2883,191295.0
2884,195411.0
2885,187409.0
2886,220361.0
2887,97583.0
2888,137392.0
2889,56585.0
2890,83898.0
2891,137017.0
2892,53927.0
2893,90079.0
2894,57675.0
2895,317086.0
2896,276012.0
2897,206802.0
2898,142425.0
2899,210593.0
2900,161188.0
2901,201192.0
2902,182319.0
2903,316869.0
2904,343575.0
2905,97467.0
2906,200052.0
2907,111609.0
2908,131419.0
2909,142940.0
2910,82174.0
2911,81499.0
2912,147169.0
2913,85065.0
2914,77737.0
2915,87750.0
2916,85028.0
2917,164654.0
2918,111990.0
2919,221793.0
